league,fixture_id,datetime,home_team,away_team,referee,round,season,time,date,match_winner,under_over,advice,goals_home,goals_away,home_pred,draw_pred,away_pred,home_last5_forme,home_last5_att,home_last5_def,home_last5_goals,home_last5_goals_avg,home_last5_goals_against,home_last5_goals_against_avg,home_matches_played_home,home_matches_played_away,home_matches_played_total,home_matches_won_home,home_matches_won_away,home_matches_won_total,home_matches_draw_home,home_matches_draw_away,home_matches_draw_total,home_matches_lost_home,home_matches_lost_away,home_matches_lost_total,home_goals_fav_home,home_goals_fav_away,home_goals_fav_total,home_goals_ag_home,home_goals_ag_away,home_goals_ag_total,home_goalsavg_fav_home,home_goalsavg_fav_away,home_goalsavg_fav_total,home_goalsavg_ag_home,home_goalsavg_ag_away,home_goalsavg_ag_total,away_last5_forme,away_last5_att,away_last5_def,away_last5_goals,away_last5_goals_avg,away_last5_goals_against,away_last5_goals_against_avg,away_matches_played_home,away_matches_played_away,away_matches_played_total,away_matches_won_home,away_matches_won_away,away_matches_won_total,away_matches_draw_home,away_matches_draw_away,away_matches_draw_total,away_matches_lost_home,away_matches_lost_away,away_matches_lost_total,away_goals_fav_home,away_goals_fav_away,away_goals_fav_total,away_goals_ag_home,away_goals_ag_away,away_goals_ag_total,away_goalsavg_fav_home,away_goalsavg_fav_away,away_goalsavg_fav_total,away_goalsavg_ag_home,away_goalsavg_ag_away,away_goalsavg_ag_total,last_h2h_home_home_total,last_h2h_away_home_total,last_h2h_total,last_h2h_home_won_home,last_h2h_home_won_away,last_h2h_home_won_total,last_h2h_away_won_home,last_h2h_away_won_away,last_h2h_away_won_total,last_h2h_draw_home_home,last_h2h_draw_away_home,last_h2h_draw_away_total,comparison_forme_home,comparison_forme_away,comparison_att_home,comparison_att_away,comparison_def_home,comparison_def_away,comparison_fishlaw_home,comparison_fishlaw_away,comparison_h2h_home,comparison_h2h_away,comparison_goalsh2h_home,comparison_goalsh2h_away,odd_home_wins,odd_draw,odd_away_wins,odd_over_1_5,odd_over_2_5,odd_over_3_5,odd_under_1_5,odd_under_2_5,odd_under_3_5,odd_home_or_draw,odd_home_or_away,odd_draw_or_away,cum_ball_possession_home_total,cum_blocked_shots_home_total,cum_corner_kicks_home_total,cum_fouls_home_total,cum_goalkeeper_saves_home_total,cum_offsides_home_total,cum_passes_%_home_total,cum_passes_accurate_home_total,cum_red_cards_home_total,cum_shots_insidebox_home_total,cum_shots_off_goal_home_total,cum_shots_on_goal_home_total,cum_shots_outsidebox_home_total,cum_total_shots_home_total,cum_total_passes_home_total,cum_yellow_cards_home_total,cum_ball_possession_home_avg,cum_blocked_shots_home_avg,cum_corner_kicks_home_avg,cum_fouls_home_avg,cum_goalkeeper_saves_home_avg,cum_offsides_home_avg,cum_passes_%_home_avg,cum_passes_accurate_home_avg,cum_red_cards_home_avg,cum_shots_insidebox_home_avg,cum_shots_off_goal_home_avg,cum_shots_on_goal_home_avg,cum_shots_outsidebox_home_avg,cum_total_shots_home_avg,cum_total_passes_home_avg,cum_yellow_cards_home_avg,cum_ball_possession_home_by_minute,cum_blocked_shots_home_by_minute,cum_corner_kicks_home_by_minute,cum_fouls_home_by_minute,cum_goalkeeper_saves_home_by_minute,cum_offsides_home_by_minute,cum_passes_%_home_by_minute,cum_passes_accurate_home_by_minute,cum_red_cards_home_by_minute,cum_shots_insidebox_home_by_minute,cum_shots_off_goal_home_by_minute,cum_shots_on_goal_home_by_minute,cum_shots_outsidebox_home_by_minute,cum_total_shots_home_by_minute,cum_total_passes_home_by_minute,cum_yellow_cards_home_by_minute,cum_ball_possession_away_total,cum_blocked_shots_away_total,cum_corner_kicks_away_total,cum_fouls_away_total,cum_goalkeeper_saves_away_total,cum_offsides_away_total,cum_passes_%_away_total,cum_passes_accurate_away_total,cum_red_cards_away_total,cum_shots_insidebox_away_total,cum_shots_off_goal_away_total,cum_shots_on_goal_away_total,cum_shots_outsidebox_away_total,cum_total_shots_away_total,cum_total_passes_away_total,cum_yellow_cards_away_total,cum_ball_possession_away_avg,cum_blocked_shots_away_avg,cum_corner_kicks_away_avg,cum_fouls_away_avg,cum_goalkeeper_saves_away_avg,cum_offsides_away_avg,cum_passes_%_away_avg,cum_passes_accurate_away_avg,cum_red_cards_away_avg,cum_shots_insidebox_away_avg,cum_shots_off_goal_away_avg,cum_shots_on_goal_away_avg,cum_shots_outsidebox_away_avg,cum_total_shots_away_avg,cum_total_passes_away_avg,cum_yellow_cards_away_avg,cum_ball_possession_away_by_minute,cum_blocked_shots_away_by_minute,cum_corner_kicks_away_by_minute,cum_fouls_away_by_minute,cum_goalkeeper_saves_away_by_minute,cum_offsides_away_by_minute,cum_passes_%_away_by_minute,cum_passes_accurate_away_by_minute,cum_red_cards_away_by_minute,cum_shots_insidebox_away_by_minute,cum_shots_off_goal_away_by_minute,cum_shots_on_goal_away_by_minute,cum_shots_outsidebox_away_by_minute,cum_total_shots_away_by_minute,cum_total_passes_away_by_minute,cum_yellow_cards_away_by_minute,comp_matches,comp_first_goals,comp_match_goals,comp_shots,comp_passes_accurate,comp_red_cards,comp_yellow_cards,comp_goalkeeper_saves,goals_home/goals_away,home_pred/away_pred,home_last5_forme/away_last5_forme,home_last5_att/away_last5_att,home_last5_def/away_last5_def,home_last5_goals/away_last5_goals,home_last5_goals_avg/away_last5_goals_avg,home_last5_goals_against/away_last5_goals_against,home_last5_goals_against_avg/away_last5_goals_against_avg,home_matches_played_home/home_matches_played_away,home_matches_played_total/away_matches_played_total,home_matches_won_home/home_matches_won_away,home_matches_won_total/away_matches_won_total,home_matches_draw_home/home_matches_draw_away,home_matches_draw_total/away_matches_draw_total,home_matches_lost_home/home_matches_lost_away,home_matches_lost_total/away_matches_lost_total,home_goals_fav_home/home_goals_fav_away,home_goals_fav_total/away_goals_fav_total,home_goals_ag_home/home_goals_ag_away,home_goals_ag_total/away_goals_ag_total,home_goalsavg_fav_home/home_goalsavg_fav_away,home_goalsavg_fav_total/away_goalsavg_fav_total,home_goalsavg_ag_home/home_goalsavg_ag_away,home_goalsavg_ag_total/away_goalsavg_ag_total,last_h2h_home_home_total/last_h2h_away_home_total,last_h2h_home_won_home/last_h2h_home_won_away,last_h2h_home_won_total/last_h2h_away_won_total,last_h2h_draw_home_home/last_h2h_draw_away_home,comparison_forme_home/comparison_forme_away,comparison_att_home/comparison_att_away,comparison_def_home/comparison_def_away,comparison_fishlaw_home/comparison_fishlaw_away,comparison_h2h_home/comparison_h2h_away,comparison_goalsh2h_home/comparison_goalsh2h_away,cum_ball_possession_home_total/cum_ball_possession_away_total,cum_blocked_shots_home_total/cum_blocked_shots_away_total,cum_corner_kicks_home_total/cum_corner_kicks_away_total,cum_fouls_home_total/cum_fouls_away_total,cum_goalkeeper_saves_home_total/cum_goalkeeper_saves_away_total,cum_offsides_home_total/cum_offsides_away_total,cum_passes_%_home_total/cum_passes_%_away_total,cum_passes_accurate_home_total/cum_passes_accurate_away_total,cum_red_cards_home_total/cum_red_cards_away_total,cum_shots_insidebox_home_total/cum_shots_insidebox_away_total,cum_shots_off_goal_home_total/cum_shots_off_goal_away_total,cum_shots_on_goal_home_total/cum_shots_on_goal_away_total,cum_shots_outsidebox_home_total/cum_shots_outsidebox_away_total,cum_total_shots_home_total/cum_total_shots_away_total,cum_total_passes_home_total/cum_total_passes_away_total,cum_yellow_cards_home_total/cum_yellow_cards_away_total,cum_ball_possession_home_avg/cum_ball_possession_away_avg,cum_blocked_shots_home_avg/cum_blocked_shots_away_avg,cum_corner_kicks_home_avg/cum_corner_kicks_away_avg,cum_fouls_home_avg/cum_fouls_away_avg,cum_goalkeeper_saves_home_avg/cum_goalkeeper_saves_away_avg,cum_offsides_home_avg/cum_offsides_away_avg,cum_passes_%_home_avg/cum_passes_%_away_avg,cum_passes_accurate_home_avg/cum_passes_accurate_away_avg,cum_red_cards_home_avg/cum_red_cards_away_avg,cum_shots_insidebox_home_avg/cum_shots_insidebox_away_avg,cum_shots_off_goal_home_avg/cum_shots_off_goal_away_avg,cum_shots_on_goal_home_avg/cum_shots_on_goal_away_avg,cum_shots_outsidebox_home_avg/cum_shots_outsidebox_away_avg,cum_total_shots_home_avg/cum_total_shots_away_avg,cum_total_passes_home_avg/cum_total_passes_away_avg,cum_yellow_cards_home_avg/cum_yellow_cards_away_avg,cum_ball_possession_home_by_minute/cum_ball_possession_away_by_minute,cum_blocked_shots_home_by_minute/cum_blocked_shots_away_by_minute,cum_corner_kicks_home_by_minute/cum_corner_kicks_away_by_minute,cum_fouls_home_by_minute/cum_fouls_away_by_minute,cum_goalkeeper_saves_home_by_minute/cum_goalkeeper_saves_away_by_minute,cum_offsides_home_by_minute/cum_offsides_away_by_minute,cum_passes_%_home_by_minute/cum_passes_%_away_by_minute,cum_passes_accurate_home_by_minute/cum_passes_accurate_away_by_minute,cum_red_cards_home_by_minute/cum_red_cards_away_by_minute,cum_shots_insidebox_home_by_minute/cum_shots_insidebox_away_by_minute,cum_shots_off_goal_home_by_minute/cum_shots_off_goal_away_by_minute,cum_shots_on_goal_home_by_minute/cum_shots_on_goal_away_by_minute,cum_shots_outsidebox_home_by_minute/cum_shots_outsidebox_away_by_minute,cum_total_shots_home_by_minute/cum_total_shots_away_by_minute,cum_total_passes_home_by_minute/cum_total_passes_away_by_minute,cum_yellow_cards_home_by_minute/cum_yellow_cards_away_by_minute,advice_model,public,PRED_MLP,PROB_L_MLP,PROB_V_MLP,PROB_E_MLP,match,PROB_COMB,PROB_REC,cuota,temperatura,recomendacion_texto,recomendacion,country,cuota_comb,year,weekday,hour
Primeira Liga,212384,2020-07-04 18:15:00,Portimonense,Guimaraes,,30,2019,18:15:00,2020-07-04,1 N,,Double chance : Portimonense or draws,-2.5,-2.5,0.35,0.35,0.3,0.73,0.53,0.67,8.0,1.6,5.0,1.0,14.0,15.0,29.0,3.0,2.0,5.0,7.0,5.0,12.0,4.0,8.0,12.0,14.0,10.0,24.0,16.0,23.0,39.0,1.0,0.7,0.8,1.1,1.5,1.3,0.4,0.53,0.53,8.0,1.6,7.0,1.4,15.0,14.0,29.0,7.0,4.0,11.0,4.0,6.0,10.0,4.0,4.0,8.0,25.0,23.0,48.0,13.0,19.0,32.0,1.7,1.6,1.7,0.9,1.4,1.1,3.0,4.0,7.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,1.0,1.0,0.65,0.35,0.5,0.5,0.58,0.58,0.39,0.61,0.5,0.5,0.44,0.56,3.6,3.2,2.1,1.36,2.15,4.0,3.0,1.66,1.22,1.66,1.36,1.28,47.6,285.0,451.0,1581.0,273.0,148.0,73.07,27860.0,13.0,735.0,545.0,430.0,525.0,1260.0,36647.0,223.0,0.4712871287128713,2.8217821782178216,4.465346534653466,15.653465346534654,2.702970297029703,1.4653465346534653,0.7234653465346534,275.84158415841586,0.12871287128712872,7.2772277227722775,5.396039603960396,4.257425742574258,5.198019801980198,12.475247524752476,362.84158415841586,2.207920792079208,0.005236523652365236,0.03135313531353135,0.049614961496149614,0.17392739273927393,0.030033003300330034,0.01628162816281628,0.008038503850385037,3.064906490649065,0.00143014301430143,0.08085808580858085,0.059955995599559955,0.047304730473047306,0.057755775577557754,0.13861386138613863,4.031573157315732,0.02453245324532453,48.79999999999999,295.0,589.0,1503.0,265.0,164.0,74.82000000000001,29518.0,14.0,755.0,545.0,430.0,515.0,1270.0,37789.0,208.0,0.45333333333333337,2.7142857142857144,4.295238095238095,15.057142857142857,2.6,1.4095238095238096,0.6959047619047618,265.3333333333333,0.12380952380952381,7.0,5.190476190476191,4.095238095238095,5.0,12.0,349.0190476190476,2.123809523809524,0.005037037037037037,0.03015873015873016,0.047724867724867726,0.1673015873015873,0.028888888888888888,0.01566137566137566,0.007732275132275131,2.948148148148148,0.0013756613756613757,0.07777777777777778,0.05767195767195767,0.0455026455026455,0.05555555555555555,0.13333333333333333,3.877989417989418,0.023597883597883597,1.0,1.3333333333333333,1.0,1.5,1.3606770833333333,0.0,0.45454545454545453,0.3333333333333333,1.0,1.1666666666666667,1.825,1.0,1.2641509433962264,1.0,1.0,0.7142857142857143,0.7142857142857143,0.9333333333333333,1.0,1.5,0.45454545454545453,1.4,1.2,0.5,1.5,1.4,0.5,0.6956521739130435,1.21875,1.4285714285714286,0.4705882352941177,0.7333333333333334,1.1818181818181817,0.75,0.0,1.0,0.0,1.8571428571428574,1.0,1.0,0.639344262295082,1.0,0.7857142857142857,0.975409836065574,0.9661016949152542,0.765704584040747,1.0518962075848304,1.030188679245283,0.9024390243902439,0.9766105319433305,0.9438308828511417,0.9285714285714286,0.9735099337748344,1.0,1.0,1.0194174757281553,0.9921259842519685,0.9697795654820186,1.0721153846153846,1.0396039603960396,1.0396039603960394,1.0396039603960396,1.0396039603960396,1.0396039603960396,1.0396039603960394,1.0396039603960396,1.0396039603960396,1.0396039603960396,1.0396039603960396,1.0396039603960396,1.0396039603960396,1.0396039603960396,1.0396039603960396,1.0396039603960396,1.0396039603960396,1.0396039603960396,1.0396039603960394,1.0396039603960396,1.0396039603960396,1.0396039603960396,1.0396039603960396,1.0396039603960396,1.0396039603960396,1.0396039603960394,1.0396039603960394,1.0396039603960396,1.0396039603960396,1.0396039603960396,1.0396039603960396,1.0396039603960396,1.0396039603960396,Double chance : home or draws,0.0,1.0,0.11723781286665474,0.14154771448113943,0.7412144726522059,Portimonense vs Guimaraes,0.8827621871333453,0.8827621871333453,1.28,0.46405571260957895,Guimaraes gana a Portimonense blindada,X2,,,,,
Primeira Liga,212381,2020-07-04 16:00:00,Vitoria Setubal,Pacos Ferreira,,30,2019,16:00:00,2020-07-04,N 2,,Double chance :  draws or Pacos Ferreira,-1.5,-2.5,0.1,0.45,0.45,0.13,0.33,0.33,5.0,1.0,10.0,2.0,14.0,15.0,29.0,3.0,3.0,6.0,7.0,5.0,12.0,4.0,7.0,11.0,10.0,12.0,22.0,15.0,22.0,37.0,0.7,0.8,0.8,1.1,1.5,1.3,0.6,0.53,0.6,8.0,1.6,6.0,1.2,15.0,14.0,29.0,5.0,4.0,9.0,2.0,2.0,4.0,8.0,8.0,16.0,12.0,14.0,26.0,16.0,24.0,40.0,0.8,1.0,0.9,1.1,1.7,1.4,8.0,9.0,17.0,4.0,1.0,5.0,7.0,1.0,8.0,3.0,1.0,4.0,0.18,0.82,0.38,0.62,0.38,0.38,0.5,0.5,0.4,0.6,0.4,0.6,3.75,3.1,2.1,1.5,2.5,5.0,2.5,1.5,1.16,1.66,1.36,1.25,44.240000000000016,218.0,453.0,1677.0,282.0,227.0,70.08000000000001,23113.0,19.0,524.0,433.0,318.0,445.0,969.0,31424.0,260.0,0.4253846153846155,2.0961538461538463,4.355769230769231,16.125,2.7115384615384617,2.1826923076923075,0.673846153846154,222.2403846153846,0.18269230769230768,5.038461538461538,4.163461538461538,3.0576923076923075,4.278846153846154,9.317307692307692,302.15384615384613,2.5,0.004726495726495728,0.02329059829059829,0.0483974358974359,0.17916666666666667,0.03012820512820513,0.024252136752136753,0.007487179487179489,2.4693376068376067,0.00202991452991453,0.055982905982905985,0.04626068376068376,0.03397435897435897,0.04754273504273504,0.10352564102564103,3.3572649572649573,0.027777777777777776,28.589999999999996,167.0,333.0,1140.0,177.0,97.0,45.39,15238.0,13.0,384.0,336.0,204.0,326.0,707.0,20767.0,192.0,0.6144444444444447,3.0277777777777777,6.291666666666667,23.291666666666668,3.9166666666666665,3.1527777777777777,0.9733333333333335,321.0138888888889,0.2638888888888889,7.277777777777778,6.013888888888889,4.416666666666667,6.180555555555555,13.458333333333334,436.44444444444446,3.611111111111111,0.006827160493827163,0.03364197530864198,0.0699074074074074,0.2587962962962963,0.04351851851851852,0.03503086419753086,0.010814814814814817,3.566820987654321,0.002932098765432099,0.0808641975308642,0.06682098765432098,0.049074074074074076,0.06867283950617284,0.14953703703703702,4.849382716049383,0.040123456790123455,1.0,2.0,1.5,1.3793103448275863,1.091549295774648,0.0,2.4,0.45454545454545453,0.6,0.22222222222222224,0.21666666666666667,0.6226415094339622,0.55,0.625,0.625,1.6666666666666667,1.6666666666666667,0.9333333333333333,1.0,1.0,0.6666666666666666,1.4,3.0,0.5714285714285714,0.6875,0.8333333333333334,0.8461538461538461,0.6818181818181818,0.925,0.8749999999999999,0.888888888888889,0.7333333333333334,0.9285714285714287,0.8888888888888888,4.0,0.625,3.0,0.21951219512195122,0.6129032258064516,1.0,1.0,0.6666666666666667,0.6666666666666667,1.5473941937740476,1.3053892215568863,1.3603603603603605,1.4710526315789474,1.5932203389830508,2.3402061855670104,1.5439524124256447,1.5168001050006563,1.4615384615384615,1.3645833333333333,1.2886904761904763,1.5588235294117647,1.3650306748466257,1.3705799151343705,1.5131699330668849,1.3541666666666667,0.6923076923076923,0.6923076923076924,0.6923076923076923,0.6923076923076923,0.6923076923076924,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076922,0.6923076923076924,0.6923076923076922,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076924,0.6923076923076923,0.6923076923076923,0.6923076923076924,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076924,0.6923076923076922,0.6923076923076923,0.6923076923076924,0.6923076923076923,0.6923076923076923,Double chance :  draws or away,0.0,2.0,0.29766172080272335,0.5853211916219169,0.11701708757535986,Vitoria Setubal vs Pacos Ferreira,0.7023382791972768,0.7023382791972768,1.25,-0.488308604013616,Pacos Ferreira gana a Vitoria Setubal blindada,X2,,,,,
Premier League,157340,2020-07-04 14:00:00,Newcastle,West Ham,,33,2019,14:00:00,2020-07-04,1 N,,Double chance : Newcastle or draws,-2.5,-1.5,0.45,0.45,0.1,0.73,0.41,0.91,9.0,1.8,2.0,0.4,16.0,16.0,32.0,6.0,5.0,11.0,7.0,2.0,9.0,3.0,9.0,12.0,16.0,17.0,33.0,13.0,30.0,43.0,1.0,1.1,1.0,0.8,1.9,1.3,0.4,0.27,0.64,6.0,1.2,8.0,1.6,16.0,16.0,32.0,5.0,3.0,8.0,3.0,3.0,6.0,8.0,10.0,18.0,26.0,12.0,38.0,30.0,26.0,56.0,1.6,0.8,1.2,1.9,1.6,1.8,7.0,8.0,15.0,4.0,4.0,8.0,3.0,2.0,5.0,1.0,1.0,2.0,0.65,0.35,0.6,0.4,0.8,0.8,0.68,0.32,0.6,0.4,0.5,0.5,2.5,3.25,2.8,1.3,2.0,3.5,3.5,1.8,1.3,1.4,1.33,1.5,47.47,363.0,515.0,1243.0,336.0,213.0,84.55999999999997,31129.0,7.0,763.0,538.0,449.0,588.0,1350.0,42278.0,182.0,0.3890983606557377,2.9754098360655736,4.221311475409836,10.188524590163935,2.7540983606557377,1.7459016393442623,0.6931147540983604,255.15573770491804,0.05737704918032787,6.254098360655738,4.409836065573771,3.680327868852459,4.819672131147541,11.065573770491802,346.5409836065574,1.4918032786885247,0.004323315118397086,0.03306010928961749,0.046903460837887066,0.11320582877959927,0.030601092896174863,0.019398907103825136,0.007701275045537338,2.835063752276867,0.0006375227686703097,0.06948998178506376,0.04899817850637523,0.040892531876138435,0.053551912568306013,0.12295081967213115,3.8504553734061933,0.016575591985428052,56.280000000000015,318.0,584.0,1132.0,412.0,250.0,91.03999999999998,38477.0,4.0,850.0,504.0,486.0,458.0,1308.0,49482.0,202.0,0.3828225806451613,2.9274193548387095,4.153225806451613,10.024193548387096,2.7096774193548385,1.717741935483871,0.6819354838709676,251.04032258064515,0.056451612903225805,6.153225806451613,4.338709677419355,3.620967741935484,4.741935483870968,10.887096774193548,340.9516129032258,1.467741935483871,0.004253584229390681,0.032526881720430105,0.04614695340501792,0.11137992831541219,0.030107526881720432,0.019086021505376343,0.007577060931899639,2.789336917562724,0.0006272401433691756,0.06836917562724014,0.0482078853046595,0.040232974910394265,0.05268817204301075,0.12096774193548387,3.7883512544802866,0.016308243727598565,0.75,0.5,0.25,0.6585365853658537,0.6328125,,0.8333333333333334,2.75,1.6666666666666667,4.5,1.825,1.5185185185185184,1.421875,1.5,1.5,0.25,0.25,1.0,1.0,1.2,1.375,3.5,1.5,0.3333333333333333,0.6666666666666666,0.9411764705882353,0.868421052631579,0.43333333333333335,0.7678571428571429,0.9090909090909091,0.8333333333333334,0.4210526315789474,0.7222222222222222,0.875,1.0,1.6,1.0,1.8571428571428574,1.4999999999999998,1.0,2.125,1.4999999999999998,1.0,0.8434612651030559,1.1415094339622642,0.8818493150684932,1.0980565371024735,0.8155339805825242,0.852,0.9288224956063268,0.8090287704342854,1.75,0.8976470588235295,1.0674603174603174,0.9238683127572016,1.2838427947598254,1.0321100917431192,0.8544117052665616,0.900990099009901,1.0163934426229508,1.0163934426229508,1.0163934426229508,1.0163934426229508,1.0163934426229508,1.0163934426229508,1.0163934426229506,1.0163934426229508,1.0163934426229508,1.0163934426229508,1.0163934426229508,1.0163934426229508,1.0163934426229506,1.0163934426229508,1.0163934426229508,1.0163934426229508,1.0163934426229508,1.0163934426229508,1.0163934426229508,1.0163934426229508,1.0163934426229508,1.0163934426229508,1.0163934426229508,1.0163934426229508,1.0163934426229508,1.0163934426229508,1.0163934426229508,1.0163934426229508,1.0163934426229508,1.0163934426229508,1.0163934426229508,1.016393442622951,Double chance : home or draws,0.0,1.0,0.2656588183314682,0.09843520156845721,0.6359059801000746,Newcastle vs West Ham,0.9015647984315428,0.9015647984315428,1.4,0.6554767945103996,Newcastle gana a West Ham blindada,1X,,,,,
Serie A,232819,2020-07-04 17:30:00,Sassuolo,Lecce,,30,2019,17:30:00,2020-07-04,1,+1.5,Combo Winner : Sassuolo and +1.5 goals,-4.5,-2.5,0.45,0.45,0.1,0.53,0.81,0.31,13.0,2.6,11.0,2.2,14.0,15.0,29.0,6.0,4.0,10.0,2.0,5.0,7.0,6.0,6.0,12.0,31.0,20.0,51.0,25.0,25.0,50.0,2.2,1.3,1.8,1.8,1.7,1.7,0.0,0.25,0.0,4.0,0.8,21.0,4.2,15.0,14.0,29.0,2.0,4.0,6.0,5.0,2.0,7.0,8.0,8.0,16.0,21.0,15.0,36.0,32.0,34.0,66.0,1.4,1.1,1.2,2.1,2.4,2.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.76,0.24,0.66,0.66,0.72,0.28,0.5,0.5,0.5,0.5,1.5,4.5,6.0,1.14,1.5,2.2,5.5,2.63,1.67,1.13,1.18,2.5,54.67999999999999,392.0,555.0,1460.0,349.0,206.0,85.65000000000002,39503.0,17.0,768.0,604.0,466.0,673.0,1462.0,48044.0,259.0,0.48389380530973447,3.4690265486725664,4.911504424778761,12.920353982300885,3.088495575221239,1.823008849557522,0.7579646017699117,349.5840707964602,0.1504424778761062,6.79646017699115,5.345132743362832,4.123893805309734,5.95575221238938,12.938053097345133,425.16814159292034,2.2920353982300883,0.005376597836774827,0.038544739429695184,0.05457227138643068,0.14355948869223206,0.03431661750245821,0.020255653883972467,0.008421828908554575,3.884267453294002,0.001671583087512291,0.07551622418879056,0.05939036381514257,0.04582104228121927,0.06617502458210422,0.14375614552605703,4.724090462143559,0.025467059980334317,30.410000000000004,90.0,319.0,832.0,238.0,141.0,23.200000000000003,9250.0,9.0,214.0,331.0,293.0,170.0,714.0,11493.0,146.0,0.7594444444444444,5.444444444444445,7.708333333333333,20.27777777777778,4.847222222222222,2.861111111111111,1.1895833333333337,548.6527777777778,0.2361111111111111,10.666666666666666,8.38888888888889,6.472222222222222,9.347222222222221,20.305555555555557,667.2777777777778,3.5972222222222223,0.00843827160493827,0.06049382716049383,0.08564814814814815,0.22530864197530864,0.053858024691358024,0.03179012345679012,0.013217592592592595,6.096141975308642,0.002623456790123457,0.11851851851851852,0.09320987654320988,0.07191358024691358,0.10385802469135802,0.22561728395061728,7.414197530864198,0.039969135802469136,0.75,0.0,0.0,0.6071428571428571,0.6570570570570571,0.0,0.375,1.5454545454545454,1.8,4.5,0.0,3.24,0.0,3.25,3.25,0.5238095238095238,0.5238095238095238,0.9333333333333333,1.0,1.5,1.6666666666666667,0.4,1.0,1.0,0.75,1.55,1.4166666666666667,1.0,0.7575757575757576,1.6923076923076923,1.5,1.0588235294117647,0.7391304347826088,0.0,,,0.0,0.0,3.166666666666667,1.0,2.571428571428571,1.0,1.0,1.798092732653732,4.355555555555555,1.7398119122257054,1.7548076923076923,1.4663865546218486,1.4609929078014185,3.6918103448275867,4.270594594594595,1.8888888888888888,3.588785046728972,1.8247734138972809,1.5904436860068258,3.958823529411765,2.0476190476190474,4.18028365091795,1.773972602739726,0.6371681415929203,0.6371681415929203,0.6371681415929205,0.6371681415929203,0.6371681415929203,0.6371681415929203,0.6371681415929203,0.6371681415929203,0.6371681415929205,0.6371681415929203,0.6371681415929203,0.6371681415929203,0.6371681415929203,0.6371681415929203,0.6371681415929202,0.6371681415929202,0.6371681415929203,0.6371681415929203,0.6371681415929203,0.6371681415929203,0.6371681415929203,0.6371681415929203,0.6371681415929205,0.6371681415929203,0.6371681415929203,0.6371681415929203,0.6371681415929203,0.6371681415929203,0.6371681415929203,0.6371681415929203,0.6371681415929203,0.6371681415929203,Combo Winner : home and +1.5 goals,0.0,1.0,0.06349956162443206,0.1926475889086115,0.7438528494669564,Sassuolo vs Lecce,0.936500438375568,0.936500438375568,2.5,0.8941673972926131,Lecce gana a Sassuolo blindada,X2,,,,,
